Asteroid_ID,a,e,sin_i,H,C,Family_ID,Family_Number,Family_Name
368901,3.9665,0.20385,0.05305,15.58,-99.9999,2,1911,Schubart
368924,3.96594,0.19176,0.04958,15.88,-99.9999,2,1911,Schubart
369987,3.96502,0.17083,0.05497,15.92,-99.9999,2,1911,Schubart
370937,3.96675,0.21195,0.05176,15.6,-99.9999,2,1911,Schubart
371105,3.96649,0.20473,0.04975,15.09,-99.9999,2,1911,Schubart
371533,3.96573,0.18794,0.05008,15.84,-99.9999,2,1911,Schubart
374293,3.9655,0.18335,0.05003,15.49,-99.9999,2,1911,Schubart
374331,3.96616,0.19681,0.05117,15.14,-99.9999,2,1911,Schubart
374453,3.96691,0.2138,0.05079,15.49,-99.9999,2,1911,Schubart
375664,3.96436,0.16303,0.05061,15.6,-99.9999,2,1911,Schubart
375665,3.9673,0.21444,0.04144,15.43,-99.9999,2,1911,Schubart
376364,3.96648,0.2054,0.04965,15.43,-99.9999,2,1911,Schubart
377654,3.96663,0.20885,0.04835,15.87,-99.9999,2,1911,Schubart
377675,3.96671,0.21225,0.04572,15.9,-99.9999,2,1911,Schubart
378527,3.96685,0.21495,0.05003,15.23,-99.9999,2,1911,Schubart
378578,3.96671,0.21102,0.05295,15.51,-99.9999,2,1911,Schubart
380779,3.96629,0.20093,0.04698,15.49,-99.9999,2,1911,Schubart
380781,3.96659,0.20868,0.05423,16.07,-99.9999,2,1911,Schubart
380788,3.96632,0.20081,0.05105,15.63,-99.9999,2,1911,Schubart
383482,3.96379,0.15376,0.05276,15.6,-99.9999,2,1911,Schubart
383487,3.96458,0.16655,0.05058,16.04,-99.9999,2,1911,Schubart
383530,3.96659,0.20808,0.04947,16.02,-99.9999,2,1911,Schubart
384966,3.96683,0.20628,0.04527,15.81,-99.9999,2,1911,Schubart
385091,3.96486,0.1716,0.05048,15.36,-99.9999,2,1911,Schubart
385107,3.96663,0.20894,0.05086,15.63,-99.9999,2,1911,Schubart
385127,3.96686,0.20908,0.05519,14.64,-99.9999,2,1911,Schubart
385780,3.96666,0.20895,0.0522,15.76,-99.9999,2,1911,Schubart
385783,3.96512,0.17602,0.05058,15.71,-99.9999,2,1911,Schubart
386750,3.96668,0.21067,0.04943,15.55,-99.9999,2,1911,Schubart
387341,3.96399,0.15786,0.05093,15.92,-99.9999,2,1911,Schubart
390164,3.96712,0.22328,0.05048,16.43,-99.9999,2,1911,Schubart
393184,3.96648,0.20531,0.05148,14.49,-99.9999,2,1911,Schubart
